Unnamed: 0,Produto ,Quantidade,Tipo,Data
0,CARCAÇA BOVINA,152.0,boi,2024-07-04
3,CARCAÇA BOVINA,131.4,boi,2024-07-04
4,COXA S/ COXA,23.0,frango,2024-07-04
1,DIANTEIRO DE BOI,42.0,boi,2024-07-04
2,COSTELINHA,17.0,porco,2024-07-04
8,PEITO DE FRANGO,160.0,frango,2024-07-03
9,PERNIL,20,porco,2024-07-03
5,CARCAÇA SUINA,80.0,porco,2024-07-03
7,CARCAÇA BOVINA,324.0,boi,2024-07-03
6,DIANTEIRO DE BOI,41.0,boi,2024-07-03
10,FILE DE PEITO,256.0,frango,2024-07-02
11,CARCAÇA BOVINA,844.0,boi,2024-07-02
12,CARCAÇA SUINA,260.0,porco,2024-07-02
13,COXA S/ COXA,23.0,frango,2024-07-02
14,COSTELINHA,17.0,porco,2024-07-01
15,DIANTEIRO DE BOI,61.0,boi,2024-07-01
16,COSTELA S/ OSSO,150.0,boi,2024-07-01
17,BARRIGA SUINA,19.0,porco,2024-07-01
,CARCAÇA BOVINA,1631.4,boi,2024-07-04
,CARCAÇA BOVINA,631.4,boi,2024-07-04
,CARCAÇA SUINA,760.0,porco,2024-07-02
,CARCAÇA SUINA,460.0,porco,2024-07-02
,PEITO DE FRANGO,530.0,frango,2024-07-03
,PEITO DE FRANGO,196.0,frango,2024-07-03
,CARCAÇA BOVINA,431.4,boi,2024-07-04
,CARCAÇA SUINA,560.0,porco,2024-07-02
,PEITO DE FRANGO,99.0,frango,2024-07-03
