Unnamed: 0,Produto ,Quantidade,Tipo,Data
520,boi,131.0,boi,2023-12-29
521,MIOLO DE ALCATRA,287,boi,2023-12-29
519,boi,34.0,boi,2023-12-29
518,porco,22.5,porco,2023-12-29
,FILÉ DE PEITO,60.0,frango,2023-12-28
528,boi ,49.0,boi,2023-12-28
533,boi,134.0,boi,2023-12-28
532,porco,166.0,porco,2023-12-28
531,poro,78.0,porco,2023-12-28
530,CARCAÇA BOVINA,130.0,boi,2023-12-28
529,TRASEIRO DE BOI,49.0,boi,2023-12-28
523,TRASEIRO DE BOI,49.0,boi,2023-12-28
527,CARCAÇA BOVINA,134.8,boi,2023-12-28
526,CARCAÇA SUÍNA,78.0,porco,2023-12-28
525,CARCAÇA SUÍNA,266.0,porco,2023-12-28
524,CARCAÇA BOVINA,130.0,boi,2023-12-28
522,boi,130.0,boi,2023-12-28
536,ALCATRA BOVINA,208,boi,2023-12-27
537,FILÉ DE PEITO,60.0,frango,2023-12-27
534,CARCAÇA BOVINA,233.0,boi,2023-12-27
535,TRASEIRO DE BOI,45.0,boi,2023-12-27
539,CARCAÇA BOVINA,144.0,boi,2023-12-26
540,DIANTEIRO DE BOI,41.0,boi,2023-12-26
541,FILÉ DE FRANGO,66.0,frango,2023-12-26
538,ALCATRA BOVINA,266,boi,2023-12-26
542,CARCAÇA BOVINA,134.0,boi,2023-12-21
543,CARCAÇA SUÍNA,90.0,porco,2023-12-21
544,ASA,25.0,frango,2023-12-21
545,CARCAÇA BOVINA,129.5,boi,2023-12-21
546,PERNIL,21,porco,2023-12-21
547,FILÉ DE FRANGO,36.0,frango,2023-12-21
551,TRASEIRO DE BOI,51.0,boi,2023-12-20
553,CARCAÇA BOVINA,128.0,boi,2023-12-20
552,BARRIGA SUÍNA,22.52,porco,2023-12-20
549,DIANTEIRO DE BOI,309.0,boi,2023-12-20
550,CARCAÇA BOVINA,138.0,boi,2023-12-20
548,FILÉ DE FRANGO,36.0,frango,2023-12-20
554,CARCAÇA BOVINA,136.0,boi,2023-12-14
555,TRASEIRO DE BOI,143.0,boi,2023-12-14
556,CARCAÇA BOVINA,136.0,boi,2023-12-14
557,COXA S/ COXA,32.0,frango,2023-12-14
558,CARCAÇA SUÍNA,137.0,porco,2023-12-14
563,PEITO DE FRANGO,65.0,frango,2023-12-13
565,FIGADO BOV,191.0,boi,2023-12-13
564,COXA S/ COXA,62.0,frango,2023-12-13
560,CARCAÇA SUÍNA,137.0,porco,2023-12-13
562,CARCAÇA SUÍNA,212.0,porco,2023-12-13
561,LINGUICA DE PERNIL,211.0,porco,2023-12-13
559,FILE DE FRANGO,145.0,frango,2023-12-13
566,PERNIL,40.0,porco,2023-12-12
567,CARCAÇA SUÍNA,137.0,porco,2023-12-12
568,LOMBO,19.0,porco,2023-12-12
569,COSTELA S OSSO,13.0,porco,2023-12-12
570,CARCAÇA BOVINA,135.0,boi,2023-12-12
571,CARCAÇA BOVINA,284.0,boi,2023-12-11
573,CARCAÇA BOVINA,112.7,boi,2023-12-10
572,CARCAÇA BOVINA,112.7,porco,2023-12-10
