Unnamed: 0,Produto ,Quantidade,Tipo,Data
20,COSTELA S/ OSSO,15.0,boi,2024-06-30
21,DIANTEIRO DE BOI,41.0,boi,2024-06-30
19,CARCAÇA BOVINA,144.0,boi,2024-06-30
18,CARCAÇA SUINA,79.8,porco,2024-06-30
22,CARCAÇA SUINA,148.0,porco,2024-06-28
23,CARCAÇA SUINA,168.0,porco,2024-06-28
24,DIANTEIRO DE BOI,41.0,boi,2024-06-28
25,CARCAÇA SUINA,80.0,porco,2024-06-28
30,CARCAÇA SUINA,80.0,porco,2024-06-27
33,CARCAÇA BOVINA,144.0,boi,2024-06-27
32,DIANTEIRO DE BOI,41.0,boi,2024-06-27
31,CARCAÇA BOVINA,144.6,boi,2024-06-27
28,DIANTEIRO DE BOI,45.0,boi,2024-06-27
29,CARCAÇA BOVINA,148.0,boi,2024-06-27
27,CARCAÇA SUINA,80.0,porco,2024-06-27
26,BARRIGA SUINA,144.0,porco,2024-06-27
34,BACON,80.0,porco,2024-06-26
35,CARCAÇA BOVINA,150.0,boi,2024-06-26
36,COSTELA S OSSO,50.0,boi,2024-06-26
37,DIANTEIRO DE BOI,45.0,boi,2024-06-26
38,LINGUICA TIPO CALABRESA 500G CX 8KG (TF),115.0,porco,2024-06-26
43,CARCAÇA SUINA,78.0,porco,2024-06-25
45,FILE DE PEITO,82.0,frango,2024-06-25
44,CARCAÇA SUINA,82.0,porco,2024-06-25
39,CORTES CONG DE FRANGO - COXINHAS DAS ASAS,50.0,frango,2024-06-25
42,LINGUICA TIPO CALABRESA 500G CX 8KG (TF),115.0,porco,2024-06-25
41,COXA S/ COXA,80.0,frango,2024-06-25
40,FILE DE PEITO,82.0,frango,2024-06-25
49,CARCAÇA BOVINA,136.0,boi,2024-06-21
51,ALCATRA BOVINA,40.0,boi,2024-06-21
52,PE DE FRANGO CONG,16.0,frango,2024-06-21
48,DIANTEIRO DE BOI,45.0,boi,2024-06-21
46,CARCAÇA SUINA,152.0,porco,2024-06-21
50,MOELA,90.0,frango,2024-06-21
47,CARCAÇA BOVINA,123.0,boi,2024-06-21
58,CARCAÇA SUINA,69.0,porco,2024-06-20
62,CARCAÇA BOVINA,139.0,boi,2024-06-20
60,FILE DE PEITO,46.0,frango,2024-06-20
59,CARCAÇA BOVINA,140.0,boi,2024-06-20
61,CARCAÇA SUINA,175.0,porco,2024-06-20
57,CARCAÇA BOVINA,255.0,boi,2024-06-20
56,CARCAÇA SUINA,77.0,porco,2024-06-20
55,CARCAÇA BOVINA,139.8,boi,2024-06-20
54,DIANTEIRO DE BOI,40.0,boi,2024-06-20
53,ASA,200.0,frango,2024-06-20
63,COSTELINHA,18.0,porco,2024-06-18
64,BARRIGA SUINA,18.0,porco,2024-06-18
65,COSTELA S OSSO,60.0,boi,2024-06-18
66,CARCAÇA BOVINA,113.2,boi,2024-06-18
67,CARCAÇA SUINA,77.0,porco,2024-06-18
68,CARCAÇA SUINA,28.0,porco,2024-06-18
73,FILE DE FRANGO,18.0,frango,2024-06-17
75,CARCAÇA BOVINA,77.0,boi,2024-06-17
74,DIANTEIRO DE BOI,40.0,boi,2024-06-17
72,FILE DE PEITO,18.0,frango,2024-06-17
70,COXA S/ OSSO,12.0,frango,2024-06-17
69,PERNIL,17.25,porco,2024-06-17
71,FILE DE PEITO,18.0,frango,2024-06-17
76,CARCAÇA SUINA,18.0,porco,2024-06-14
77,BACON,18.0,porco,2024-06-14
78,CARCAÇA BOVINA,77.0,boi,2024-06-14
79,COSTELA S OSSO,28.0,boi,2024-06-14
80,DIANTEIRO DE BOI,40.0,boi,2024-06-14
81,CARCAÇA SUINA,163.0,porco,2024-06-14
82,CARCAÇA SUINA,77.0,porco,2024-06-14
86,BARRIGA SUINA,24.0,porco,2024-06-13
87,COSTELINHA,14.0,porco,2024-06-13
84,CARCAÇA BOVINA,113.2,boi,2024-06-13
85,CARCAÇA SUINA,113.0,porco,2024-06-13
83,CARCAÇA BOVINA,113.2,boi,2024-06-13
88,CARCAÇA SUINA,151.0,porco,2024-06-11
89,COSTELA S OSO,19.0,porco,2024-06-11
90,DIANTEIRO DE BOI,134.0,boi,2024-06-11
91,FILE DE PEITO,113.0,frango,2024-06-11
92,CARCAÇA BOVINA,136.0,boi,2024-06-11
100,BARRIGA SUINA,33.0,porco,2024-06-07
99,FILE DE FRANGO ENVELOPADO LEVO,11.0,frango,2024-06-07
97,CARCAÇA SUINA,143.0,porco,2024-06-07
98,CARCAÇA BOVINA,135.0,boi,2024-06-07
96,CARCAÇA BOVINA,128.0,boi,2024-06-07
93,COSTELINHA,15.65,porco,2024-06-07
95,MIOLO DE ALCATRA,235,boi,2024-06-07
94,COXA S/ COXA,14.0,frango,2024-06-07
106,DIANTEIRO DE BOI,136.0,boi,2024-06-06
101,CARCAÇA BOVINA,132.2,boi,2024-06-06
108,CARCAÇA SUINA,74.0,porco,2024-06-06
107,COSTELINHA,18.0,porco,2024-06-06
109,COSTELINHA,19.35,porco,2024-06-06
105,CARCAÇA SUINA,151.0,porco,2024-06-06
104,CARCAÇA BOVINA,135.0,boi,2024-06-06
103,DIANTEIRO DE BOI,38.0,boi,2024-06-06
102,CARCAÇA BOVINA,135.0,boi,2024-06-06
111,COSTELA S OSSO,35.0,boi,2024-06-05
112,DIANTEIRO DE BOI,136.0,boi,2024-06-05
110,CARCAÇA BOVINA,135.0,boi,2024-06-05
113,CARCAÇA BOVINA,135.0,boi,2024-06-04
