Unnamed: 0,Produto ,Quantidade,Tipo,Data
124,COXA S/ COXA,18.0,frango,2024-05-31
125,BARRIGA SUINA,18.47,porco,2024-05-31
123,CARCAÇA SUINA,151.0,porco,2024-05-31
126,CARCAÇA BOVINA,163.0,boi,2024-05-30
127,MIOLO DE ALCATRA,21.16,boi,2024-05-30
128,carne de boi,44.0,boi,2024-05-28
129,carne de boi,27.0,boi,2024-05-28
130,carne de boi,126.0,boi,2024-05-28
131,porco,152.0,porco,2024-05-27
133,carne de boi,137.0,boi,2024-05-26
132,carne de boi,84.0,boi,2024-05-26
135,coxa,20.0,frango,2024-05-25
136,peito frango,20.0,frango,2024-05-25
137,peito frango,30.0,frango,2024-05-25
134,pé frango,15.0,frango,2024-05-25
138,porco,24.62,porco,2024-05-24
139,carne de boi,127.3,boi,2024-05-24
140,file de frango,60.0,frango,2024-05-24
141,porco,148.0,porco,2024-05-24
149,file de frango,25.0,frango,2024-05-23
147,maminha,24.13,boi,2024-05-23
150,coxa de frango,17.0,frango,2024-05-23
148,porco,162.0,porco,2024-05-23
144,carne de boi,86.0,boi,2024-05-23
146,miolo de alcatra,23.53,boi,2024-05-23
143,lingueça,10.0,porco,2024-05-23
142,carne de boi,148.0,boi,2024-05-23
145,carne de boi,129.0,boi,2024-05-23
151,bacon,18.0,porco,2024-05-22
152,porco,150.0,porco,2024-05-22
153,carne de boi,119.0,boi,2024-05-22
154,carne de boi,44.0,boi,2024-05-22
157,lingueça,5.0,porco,2024-05-21
158,peito frango,15.0,frango,2024-05-21
159,porco,16.0,porco,2024-05-21
156,coxinha,32.0,frango,2024-05-21
155,file de frango,60.0,frango,2024-05-21
160,carne de boi,139.0,boi,2024-05-20
161,file de frango,54.0,frango,2024-05-20
162,carne de boi,230.0,boi,2024-05-20
163,porco,74.0,porco,2024-05-20
164,moela,84.0,frango,2024-05-18
165,porco,184.0,porco,2024-05-17
166,barriga suina,23.0,porco,2024-05-17
167,carne de boi,283.0,boi,2024-05-17
171,file de frango,60.0,frango,2024-05-16
173,porco,77.0,porco,2024-05-16
172,carne de boi,250.0,boi,2024-05-16
169,frango,20.0,frango,2024-05-16
170,frango,10.0,frango,2024-05-16
168,coxa,20.0,frango,2024-05-16
174,carne de boi,272.0,boi,2024-05-15
175,coxa,18.0,frango,2024-05-15
176,carne de porco,81.0,porco,2024-05-15
177,pernil,19.0,porco,2024-05-15
178,file de frango,20.0,frango,2024-05-15
179,file de frango,36.0,frango,2024-05-15
184,barriga suina,21.0,porco,2024-05-14
183,miolo de alcatra,25.28,boi,2024-05-14
182,carne de boi,150.0,boi,2024-05-14
181,carne boi,57.0,boi,2024-05-14
180,file de frango,60.0,frango,2024-05-14
185,porco,161.0,porco,2024-05-13
186,boi,136.0,boi,2024-05-12
187,miolo de alcatra,22.0,boi,2024-05-11
188,carne de boi,267.0,boi,2024-05-10
189,file de frango,36.0,frango,2024-05-10
190,porco,197.0,porco,2024-05-10
193,carne de boi,53.0,boi,2024-05-09
194,porco,155.0,porco,2024-05-09
192,carne de boi,139.0,boi,2024-05-09
191,carne de boi,134.0,boi,2024-05-09
195,porco,79.0,porco,2024-05-08
198,bacon,18.0,porco,2024-05-08
199,porco,25.0,porco,2024-05-08
196,boi,49.0,boi,2024-05-08
197,boi,135.0,boi,2024-05-08
201,boi,333.0,boi,2024-05-07
200,porco,175.0,porco,2024-05-07
202,boi,235.0,boi,2024-05-06
203,file de frango,36.0,frango,2024-05-06
204,porco,78.0,porco,2024-05-06
205,barriga suina,28.0,porco,2024-05-06
208,file de frango,20.0,frango,2024-05-04
209,file de frango,20.0,frango,2024-05-04
207,coxa,20.0,frango,2024-05-04
206,boi,297.0,boi,2024-05-04
210,file de frango,60.0,frango,2024-05-03
211,porco,158.0,porco,2024-05-03
212,moela,80.0,frango,2024-05-03
213,boi,140.0,boi,2024-05-02
214,boi,89.0,boi,2024-05-02
215,coxa,40.0,frango,2024-05-02
216,file de frango,20.0,frango,2024-05-02
217,barriga suina,22.0,porco,2024-05-02
218,porco,98.0,porco,2024-05-02
