Unnamed: 0,Produto ,Quantidade,Tipo,Data
222,barriga suina,20.92,porco,2024-04-30
221,boi,298.0,boi,2024-04-30
220,porco,73.0,porco,2024-04-30
219,file de frango,60.0,frango,2024-04-30
223,boi,125.0,boi,2024-04-29
224,porco,168.0,porco,2024-04-29
225,porco,10.0,porco,2024-04-28
226,boi,44.0,boi,2024-04-28
227,porco,159.0,porco,2024-04-26
228,frango,60.0,frango,2024-04-26
229,boi,143.0,boi,2024-04-26
234,barriga suina,27.5,porco,2024-04-25
233,boi,180.0,boi,2024-04-25
231,boi,155.0,boi,2024-04-25
230,miolo de alcatra,27.3,boi,2024-04-25
232,porco,168.0,porco,2024-04-25
235,boi,126.0,boi,2024-04-24
236,frango,15.5,frango,2024-04-24
237,porco,88.0,porco,2024-04-24
238,porco,81.0,porco,2024-04-23
239,porco,45.0,porco,2024-04-23
240,boi,191.0,boi,2024-04-23
241,boi,99.2,boi,2024-04-23
244,boi,127.8,boi,2024-04-22
245,porco,79.0,porco,2024-04-22
243,coxa,40.0,frango,2024-04-22
242,frango,80.0,frango,2024-04-22
247,coxa,40.0,frango,2024-04-20
246,frango,20.0,frango,2024-04-20
248,boi,136.0,boi,2024-04-19
249,barriga suina,26544,porco,2024-04-19
250,porco,162.0,porco,2024-04-19
251,boi,142.0,boi,2024-04-18
252,porco,78.0,porco,2024-04-18
253,barriga suina,26494,porco,2024-04-18
254,boi,127.0,boi,2024-04-18
255,miolo de alcatra,28.0,boi,2024-04-18
259,boi,129.0,boi,2024-04-17
258,porco,80.0,porco,2024-04-17
256,boi,147.0,boi,2024-04-17
257,bacon,9.0,porco,2024-04-17
260,asa de frango,32.0,frango,2024-04-16
261,boi,137.0,boi,2024-04-16
262,porco,86.0,porco,2024-04-16
263,boi,165.0,boi,2024-04-16
264,file de frango,60.0,frango,2024-04-16
265,boi,48.0,boi,2024-04-14
266,boi,148.0,boi,2024-04-14
267,porco,76.0,porco,2024-04-14
269,lingueça,5.0,porco,2024-04-13
268,pé frango,15.0,frango,2024-04-13
270,porco,168.0,porco,2024-04-12
271,boi,163.0,boi,2024-04-12
272,frango,30.0,frango,2024-04-11
273,frango,30.0,frango,2024-04-11
274,boi,266.0,boi,2024-04-11
275,boi,126.6,boi,2024-04-11
276,barriga suina,22.67,porco,2024-04-11
277,porco,162.0,porco,2024-04-10
278,porco,82.0,porco,2024-04-10
279,boi,246.0,boi,2024-04-10
282,porco,81.0,porco,2024-04-09
281,boi,274.0,boi,2024-04-09
280,file de frango,30.0,frango,2024-04-09
283,boi,121.6,boi,2024-04-08
284,file de frango,72.0,frango,2024-04-08
285,porco,73.0,frango,2024-04-08
286,frango,60.0,frango,2024-04-08
287,coxa,60.0,frango,2024-04-06
288,boi,191.0,boi,2024-04-05
289,porco,158.0,porco,2024-04-05
294,porco,82.0,porco,2024-04-04
293,barriga suina,21794,porco,2024-04-04
291,lingueça,5.0,porco,2024-04-04
292,boi,288.0,boi,2024-04-04
290,boi,166.9,boi,2024-04-04
295,coxinha,36.0,frango,2024-04-03
297,boi,277.0,boi,2024-04-03
296,porco,80.0,porco,2024-04-03
298,file de frango,40.0,frango,2024-04-02
300,peito frango,60.0,frango,2024-04-02
301,file de frango,20.0,frango,2024-04-02
302,boi,48.0,boi,2024-04-02
299,boi,157.3,boi,2024-04-02
304,boi,233.0,boi,2024-04-01
305,porco,168.0,porco,2024-04-01
303,pernil,17.8,porco,2024-04-01
